"","X1.x","yearID.x","playerID","teamID","lgID.x.x","G_all.x","GS.x.x","G_batting.x","G_defense.x","G_p.x","G_c.x","G_1b.x","G_2b.x","G_3b.x","G_ss.x","G_lf.x","G_cf.x","G_rf.x","G_of.x","G_dh.x","G_ph.x","G_pr.x","stint.x.x","G.x.x","AB.x","R.x","H.x","2B.x","3B.x","HR.x","RBI.x","SB.x.x","CS.x.x","BB.x","SO.x","IBB.x","HBP.x","SH.x","SF.x","GIDP.x","BA.x","1B.x","OPS.x","BAClass.x","OPSClass.x","X1.y","yearID.y","lgID.x.y","G_all.y","GS.x.y","G_batting.y","G_defense.y","G_p.y","G_c.y","G_1b.y","G_2b.y","G_3b.y","G_ss.y","G_lf.y","G_cf.y","G_rf.y","G_of.y","G_dh.y","G_ph.y","G_pr.y","stint.x.y","G.x.y","AB.y","R.y","H.y","2B.y","3B.y","HR.y","RBI.y","SB.x.y","CS.x.y","BB.y","SO.y","IBB.y","HBP.y","SH.y","SF.y","GIDP.y","BA.y","1B.y","OPS.y","BAClass.y","OPSClass.y","Improved"
"190",28892,2011,"lahaibr01","CHN","NL",20,16,20,17,0,0,4,0,0,0,5,0,9,14,0,3,0,1,20,59,9,17,5,1,2,6,0,0,9,18,0,0,0,1,1,0.288135593220339,9,0.885286170474085,"Good","Good",29575,2012,"NL",130,86,130,92,0,0,58,0,0,0,2,0,34,36,0,41,0,1,130,340,42,88,17,0,16,40,4,2,39,124,3,0,0,1,8,0.258823529411765,55,0.784210526315789,"AvgPoor","AvgPoor","No"
"191",28896,2011,"laporma01","CLE","AL",107,96,107,97,0,0,97,0,0,0,0,0,0,0,8,6,0,1,107,352,34,87,23,1,11,53,1,0,23,87,1,5,0,5,2,0.247159090909091,52,0.710633116883117,"AvgPoor","AvgPoor",29580,2012,"AL",22,15,22,11,0,0,11,0,0,0,0,0,0,0,10,6,0,1,22,58,2,14,2,0,1,5,0,0,1,17,0,1,0,0,1,0.241379310344828,11,0.594252873563218,"AvgPoor","AvgPoor","No"
"192",28897,2011,"larocad01","WAS","NL",43,42,43,43,0,0,43,0,0,0,0,0,0,0,0,0,0,1,43,151,15,26,4,0,3,15,1,0,25,37,0,0,0,1,2,0.172185430463576,19,0.546413738915703,"AvgPoor","AvgPoor",29581,2012,"NL",154,149,154,153,0,0,153,0,0,0,0,0,0,0,0,3,0,1,154,571,76,155,35,1,33,100,1,1,67,138,7,0,0,9,10,0.271453590192644,86,0.8527543261774,"AvgPoor","Good","Yes"
"193",28899,2011,"lavarry01","BOS","AL",17,9,17,8,0,8,0,0,0,0,0,0,0,0,8,2,0,1,17,39,5,9,2,0,2,8,0,0,4,10,0,0,0,0,1,0.230769230769231,5,0.738223017292785,"AvgPoor","AvgPoor",29582,2012,"AL",46,41,46,28,0,28,0,0,0,0,0,0,0,0,17,3,0,1,46,153,11,24,8,0,2,12,0,0,11,41,0,0,0,2,4,0.156862745098039,14,0.459209386565871,"AvgPoor","AvgPoor","No"
"194",28900,2011,"lawribr01","TOR","AL",43,43,43,43,0,0,0,0,43,0,0,0,0,0,0,0,0,1,43,150,26,44,8,4,9,25,7,1,16,31,1,3,2,0,0,0.293333333333333,23,0.952781065088757,"Good","Good",29583,2012,"AL",125,125,125,123,0,0,0,0,123,1,0,0,0,0,1,0,0,1,125,494,73,135,26,3,11,48,13,8,33,86,0,5,2,2,9,0.273279352226721,95,0.728828337048325,"AvgPoor","AvgPoor","No"
"195",28901,2011,"leeca01","HOU","NL",155,154,155,148,0,0,79,0,0,0,80,0,0,80,6,1,0,1,155,585,66,161,38,4,18,94,4,3,59,60,8,3,0,6,9,0.275213675213675,101,0.78765461185063,"AvgPoor","AvgPoor",29584,2012,"NL",66,66,66,65,0,0,65,0,0,0,0,0,0,0,1,0,0,1,66,258,24,74,15,1,5,29,0,0,19,17,2,0,0,0,7,0.286821705426357,53,0.746592785380461,"Good","AvgPoor","No"
"196",28906,2011,"liddial01","SEA","AL",15,13,15,14,0,0,0,0,14,0,0,0,0,0,0,1,0,1,15,40,7,9,3,0,3,6,1,0,3,17,0,1,0,0,1,0.225,3,0.820454545454546,"AvgPoor","Good",29590,2012,"AL",38,30,38,34,0,0,5,0,23,0,7,0,0,7,0,4,0,1,38,116,8,26,4,1,3,10,2,1,9,49,0,0,0,1,0,0.224137931034483,18,0.631226053639847,"AvgPoor","AvgPoor","No"
"197",28907,2011,"lillibr01","CHA","AL",97,46,97,83,0,0,22,6,0,0,9,11,43,59,7,9,24,1,97,186,38,48,5,1,13,29,10,6,17,62,1,7,4,2,2,0.258064516129032,29,0.844998985595455,"AvgPoor","Good",29592,2012,"AL",49,13,49,44,0,0,20,0,6,0,16,5,0,21,2,6,14,1,49,63,10,11,1,0,0,2,7,2,4,26,0,1,1,1,0,0.174603174603175,10,0.422360248447205,"AvgPoor","AvgPoor","No"
"198",28908,2011,"lindad01","TOR","AL",125,125,125,109,0,0,109,0,0,0,0,0,0,0,16,0,0,1,125,499,56,125,16,0,26,87,1,1,32,107,4,3,0,8,12,0.250501002004008,83,0.734080707540542,"AvgPoor","AvgPoor",29595,2012,"AL",93,85,93,61,0,0,61,0,0,0,0,0,0,0,32,8,0,1,93,321,28,82,14,2,11,45,0,0,29,61,1,0,0,3,10,0.255451713395639,55,0.728777810136525,"AvgPoor","AvgPoor","No"
"199",28909,2011,"lobatjo01","TBA","AL",15,9,15,14,0,14,0,0,0,0,0,0,0,0,0,3,0,1,15,34,2,4,1,0,0,0,0,0,4,8,0,1,0,0,2,0.117647058823529,3,0.377828054298643,"AvgPoor","AvgPoor",29596,2012,"AL",69,51,69,66,0,66,0,0,0,0,0,0,0,0,1,8,1,1,69,167,16,37,10,0,2,20,0,1,24,46,1,2,2,2,6,0.221556886227545,25,0.640442192538001,"AvgPoor","AvgPoor","No"
"200",28911,2011,"lombast02","WAS","NL",13,6,13,6,0,0,0,3,3,1,0,0,0,0,0,7,0,1,13,31,3,6,1,0,0,1,0,0,1,4,0,0,0,0,0,0.193548387096774,5,0.444556451612903,"AvgPoor","AvgPoor",29597,2012,"NL",126,83,126,98,0,0,0,51,13,1,41,0,0,41,0,30,1,1,126,384,40,105,16,3,3,27,5,3,19,46,1,6,6,1,1,0.2734375,83,0.671239837398374,"AvgPoor","AvgPoor","No"
"201",28912,2011,"loneyja01","LAN","NL",158,134,158,150,0,0,150,0,0,0,0,0,0,0,1,14,0,1,158,531,56,153,30,1,12,65,4,0,42,67,7,1,3,5,8,0.288135593220339,110,0.754710537357415,"Good","AvgPoor",29599,2012,"NL",114,81,114,105,0,0,105,0,0,0,0,0,0,0,0,20,1,1,114,334,32,85,18,0,4,33,0,3,23,39,7,0,1,1,16,0.254491017964072,63,0.64598735489914,"AvgPoor","AvgPoor","No"
"202",28913,2011,"longoev01","TBA","AL",133,131,133,130,0,0,0,0,130,0,0,0,0,0,3,2,0,1,133,483,78,118,26,1,31,99,3,2,80,93,6,6,0,5,11,0.244306418219462,60,0.850224713427258,"AvgPoor","Good",29600,2012,"AL",74,74,74,50,0,0,0,0,50,0,0,0,0,0,25,0,0,1,74,273,39,79,14,0,17,55,2,3,33,61,6,3,0,3,14,0.289377289377289,48,0.896062271062271,"Good","Good","No"
"203",28919,2011,"lucrojo01","MIL","NL",136,114,136,132,0,132,0,0,0,0,0,0,0,0,0,14,0,1,136,430,45,114,16,1,12,59,2,1,29,99,0,2,4,3,7,0.265116279069767,85,0.703197674418605,"AvgPoor","AvgPoor",29605,2012,"NL",96,80,96,88,0,88,0,0,0,0,0,0,0,0,0,13,0,1,96,316,46,101,17,4,12,58,4,1,22,44,1,4,1,3,12,0.319620253164557,68,0.880774169877087,"Good","Good","Yes"
"204",28924,2011,"maiermi01","KCA","AL",45,20,44,30,1,0,0,0,0,0,11,9,10,29,3,12,6,1,45,95,19,22,4,3,0,7,1,0,16,32,0,1,0,1,1,0.231578947368421,15,0.68197484862599,"AvgPoor","AvgPoor",29611,2012,"AL",32,15,32,22,1,0,0,0,0,0,0,16,6,22,5,7,5,1,32,64,8,11,1,1,2,7,2,0,8,24,0,0,1,1,0,0.171875,7,0.57277397260274,"AvgPoor","AvgPoor","No"
"205",28925,2011,"maldoma01","MIL","NL",3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0.288888888888889,"AvgPoor","AvgPoor",29613,2012,"NL",78,58,78,72,0,69,4,0,0,0,0,0,0,0,0,15,0,1,78,233,22,62,9,0,8,30,1,1,17,56,0,2,4,0,5,0.266094420600858,45,0.729153893316983,"AvgPoor","AvgPoor","No"
"206",28926,2011,"markani01","BAL","AL",160,160,160,159,0,0,3,0,0,0,0,0,157,157,1,0,0,1,160,641,72,182,31,1,15,73,12,3,62,75,6,7,0,6,16,0.28393135725429,135,0.756174883866863,"Good","AvgPoor",29614,2012,"AL",104,104,104,102,0,0,0,0,0,0,0,0,102,102,2,0,0,1,104,420,59,125,28,3,13,54,1,1,42,51,3,4,0,5,11,0.297619047619048,81,0.834485896269336,"Good","Good","Yes"
"207",28928,2011,"marsolo01","CLE","AL",79,74,79,78,0,78,0,0,0,0,0,0,0,0,1,1,0,1,79,243,26,56,9,2,1,19,4,2,24,68,0,1,2,2,7,0.230452674897119,44,0.596296296296296,"AvgPoor","AvgPoor",29615,2012,"AL",70,64,70,69,0,69,0,0,0,0,0,0,0,0,1,0,2,1,70,195,27,44,8,2,0,13,4,2,36,44,0,1,2,1,10,0.225641025641026,34,0.634818972158028,"AvgPoor","AvgPoor","No"
"208",28930,2011,"martijd02","HOU","NL",53,52,53,52,0,0,0,0,0,0,51,0,1,52,0,1,0,1,53,208,29,57,13,0,6,35,0,1,13,48,1,2,0,3,4,0.274038461538462,38,0.741660993873383,"AvgPoor","AvgPoor",29618,2012,"NL",113,102,113,100,0,0,0,0,0,0,100,0,0,100,5,11,0,1,113,395,34,95,14,3,11,55,0,2,40,96,0,1,0,2,18,0.240506329113924,67,0.68518582740882,"AvgPoor","AvgPoor","No"
"209",28931,2011,"martile01","TEX","AL",8,1,8,8,0,0,0,0,0,0,0,8,0,8,0,3,0,1,8,8,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0.375,2,0.875,"Good","Good",29619,2012,"AL",24,13,24,17,0,0,0,0,0,0,4,14,0,17,1,5,4,1,24,46,6,8,5,2,0,6,3,0,4,12,0,0,1,1,2,0.173913043478261,1,0.604859335038363,"AvgPoor","AvgPoor","No"
"210",28933,2011,"martimi02","PHI","NL",88,48,88,68,0,0,0,19,26,13,2,12,0,14,0,20,8,1,88,209,25,41,5,2,3,24,3,0,18,35,0,0,5,2,2,0.196172248803828,31,0.539938572115083,"AvgPoor","AvgPoor",29621,2012,"NL",45,34,45,42,0,0,0,16,10,8,2,3,4,9,0,3,3,1,45,115,10,20,3,0,2,7,0,0,5,21,2,0,2,0,4,0.173913043478261,15,0.460507246376812,"AvgPoor","AvgPoor","No"
"211",28935,2011,"martiru01","NYA","AL",125,118,125,125,0,125,0,1,3,0,0,0,0,0,0,3,1,1,125,417,57,99,17,0,18,65,8,2,50,81,1,5,1,3,19,0.237410071942446,64,0.73188438722706,"AvgPoor","AvgPoor",29622,2012,"AL",133,120,133,128,0,128,0,0,0,0,0,0,0,0,4,9,0,1,133,422,50,89,18,0,21,53,6,1,53,95,0,8,2,0,13,0.210900473933649,50,0.713402608106915,"AvgPoor","AvgPoor","No"
"212",28941,2011,"mauerjo01","MIN","AL",82,78,82,66,0,52,18,0,0,0,0,0,1,1,14,4,0,1,82,296,38,85,15,0,3,30,0,0,32,38,7,3,0,2,9,0.287162162162162,67,0.728603603603604,"Good","AvgPoor",29628,2012,"AL",147,144,147,102,0,74,30,0,0,0,0,0,0,0,42,3,0,1,147,545,81,174,31,4,10,85,8,4,90,88,10,2,1,3,23,0.319266055045872,129,0.861496559633028,"Good","Good","Yes"
"213",28942,2011,"maybejo02","PHI","NL",104,60,104,73,0,0,18,0,0,0,21,32,10,61,0,35,4,1,104,267,37,73,17,1,15,49,8,3,26,55,2,2,0,1,6,0.273408239700375,40,0.854324830448426,"AvgPoor","Good",29630,2012,"NL",149,107,149,140,0,0,27,0,0,0,70,58,3,128,1,23,4,1,149,441,53,108,24,0,14,46,1,0,34,111,2,2,0,2,17,0.244897959183673,70,0.695184127930922,"AvgPoor","AvgPoor","No"
"214",28943,2011,"maybica01","SDN","NL",137,132,137,136,0,0,0,0,0,0,0,136,0,136,0,2,1,1,137,516,82,136,24,8,9,40,40,8,44,125,2,2,4,2,6,0.263565891472868,95,0.716105888174171,"AvgPoor","AvgPoor",29631,2012,"NL",147,136,147,145,0,0,0,0,0,0,0,145,0,145,0,1,5,1,147,507,67,123,20,5,8,45,26,7,44,110,1,4,3,3,12,0.242603550295858,90,0.655564038938729,"AvgPoor","AvgPoor","No"
"215",28944,2011,"mccanbr01","ATL","NL",128,120,128,126,0,126,0,0,0,0,0,0,0,0,2,6,0,1,128,466,51,126,19,0,24,71,3,2,57,89,14,2,0,2,10,0.270386266094421,83,0.816708879315259,"AvgPoor","Good",29634,2012,"NL",121,116,121,114,0,114,0,0,0,0,0,0,0,0,3,4,1,1,121,439,44,101,14,0,20,67,3,0,44,76,7,1,0,3,15,0.230068337129841,67,0.698427918594154,"AvgPoor","AvgPoor","No"
"216",28945,2011,"mccoymi01","TOR","AL",80,52,80,71,1,0,0,10,16,26,0,16,5,20,5,3,11,1,80,197,26,39,8,0,2,10,12,2,25,41,1,1,5,0,0,0.197969543147208,29,0.560515353622727,"AvgPoor","AvgPoor",29635,2012,"AL",32,12,32,22,0,0,0,8,6,1,4,4,3,9,3,3,10,1,32,52,10,9,1,0,1,7,2,1,4,6,0,0,0,0,1,0.173076923076923,7,0.482142857142857,"AvgPoor","AvgPoor","No"
"217",28946,2011,"mccutan01","PIT","NL",158,155,158,155,0,0,0,0,0,0,0,155,0,155,1,2,0,1,158,572,87,148,34,5,23,89,23,10,89,126,3,9,2,6,7,0.258741258741259,86,0.820199031737493,"AvgPoor","Good",29636,2012,"NL",157,156,157,156,0,0,0,0,0,0,0,156,0,156,0,1,0,1,157,593,107,194,29,6,31,96,20,12,70,132,13,5,0,5,9,0.327150084317032,128,0.952822553365289,"Good","Good","No"
"218",28947,2011,"mcdonda02","BOS","AL",79,40,79,67,1,0,0,0,0,0,23,13,37,67,8,9,13,1,79,157,26,37,6,1,6,24,2,3,14,33,0,2,0,2,3,0.235668789808917,24,0.704131028207461,"AvgPoor","AvgPoor",29637,2012,"AL",38,22,38,32,1,0,0,0,0,0,20,6,10,31,3,7,5,1,38,84,17,18,7,0,2,9,1,1,12,17,0,0,2,1,1,0.214285714285714,9,0.678325969563083,"AvgPoor","AvgPoor","No"
"219",28948,2011,"mcdonjo03","ARI","NL",19,15,19,18,0,0,0,0,0,18,0,0,0,0,0,1,0,2,19,59,2,10,2,0,0,2,0,0,4,9,0,0,0,0,0,0.169491525423729,8,0.425612052730697,"AvgPoor","AvgPoor",29639,2012,"NL",70,51,70,62,0,0,0,4,5,54,0,0,0,0,0,12,0,1,70,197,16,49,9,0,6,22,0,1,12,33,5,1,2,0,3,0.248730964467005,34,0.681024897268552,"AvgPoor","AvgPoor","No"
"220",28951,2011,"mckenmi01","PIT","NL",58,54,58,58,0,58,0,0,1,0,0,0,0,0,0,0,0,1,58,180,17,40,12,0,2,11,0,1,14,49,2,0,5,2,3,0.222222222222222,26,0.597732426303855,"AvgPoor","AvgPoor",29642,2012,"NL",88,64,88,81,0,81,0,0,0,0,0,0,0,0,0,16,1,1,88,240,25,56,14,0,12,39,0,0,29,73,1,3,0,3,7,0.233333333333333,30,0.761666666666667,"AvgPoor","AvgPoor","No"
"221",28954,2011,"mesorde01","CIN","NL",18,13,18,16,0,16,0,0,0,0,0,0,0,0,0,3,0,1,18,50,5,9,3,0,2,6,0,0,3,10,1,0,0,0,1,0.18,4,0.586415094339623,"AvgPoor","AvgPoor",29647,2012,"NL",54,48,54,53,0,53,0,0,0,0,0,0,0,0,0,0,3,1,54,165,17,35,8,0,5,14,1,1,17,33,4,1,0,1,2,0.212121212121212,22,0.639558629776021,"AvgPoor","AvgPoor","No"
"222",28963,2011,"molinya01","SLN","NL",139,132,139,137,0,137,2,0,0,0,0,0,0,0,0,2,0,1,139,475,55,145,32,1,14,65,4,5,33,44,4,1,5,4,21,0.305263157894737,98,0.814191033138401,"Good","Good",29650,2012,"NL",138,133,138,136,0,136,3,0,0,0,0,0,0,0,0,4,0,1,138,505,65,159,28,0,22,76,12,3,45,55,4,5,3,5,10,0.314851485148515,109,0.874204384724187,"Good","Good","No"
"223",28966,2011,"montemi01","ARI","NL",140,131,140,134,0,134,0,0,0,0,0,0,0,0,0,9,0,1,140,493,65,139,36,1,18,86,1,1,47,97,10,8,1,4,14,0.281947261663286,84,0.820009113090514,"Good","Good",29652,2012,"NL",141,136,141,139,0,139,0,0,0,0,0,0,0,0,0,4,0,1,141,486,65,139,25,2,15,88,0,0,73,130,6,12,0,2,15,0.286008230452675,97,0.829196561308254,"Good","Good","No"
"224",28971,2011,"morelbr01","CHA","AL",126,116,126,125,0,0,0,0,125,0,0,0,0,0,0,1,0,1,126,413,44,101,18,1,10,41,5,4,22,57,0,3,5,1,8,0.24455205811138,72,0.65263337874434,"AvgPoor","AvgPoor",29657,2012,"AL",35,31,35,33,0,0,0,0,33,0,0,0,0,0,0,0,4,1,35,113,14,20,2,0,0,5,4,1,7,39,0,0,5,0,3,0.176991150442478,18,0.419690265486726,"AvgPoor","AvgPoor","No"
"225",28972,2011,"morelmi01","TEX","AL",134,124,134,123,0,0,99,0,0,0,0,0,34,34,8,6,0,1,134,464,60,120,22,1,16,51,2,2,39,92,6,4,2,3,9,0.258620689655172,81,0.733400946585531,"AvgPoor","AvgPoor",29658,2012,"AL",114,88,114,98,0,0,95,0,0,0,0,0,3,3,9,19,0,1,114,327,41,90,18,0,15,50,1,1,23,71,5,1,2,4,8,0.275229357798165,57,0.789016668820261,"AvgPoor","AvgPoor","No"
"226",28973,2011,"morgany01","MIL","NL",119,90,119,111,0,0,0,0,0,0,17,95,20,111,0,18,2,1,119,378,61,115,20,6,4,37,13,4,19,70,0,14,15,3,6,0.304232804232804,85,0.778122843340235,"Good","AvgPoor",29659,2012,"NL",122,66,122,86,0,0,0,0,0,0,19,53,27,86,1,39,4,1,122,289,44,69,5,3,3,16,12,5,20,63,0,6,7,0,4,0.238754325259516,58,0.609545779095952,"AvgPoor","AvgPoor","No"
"227",28974,2011,"morneju01","MIN","AL",69,68,69,56,0,0,56,0,0,0,0,0,0,0,13,1,0,1,69,264,19,60,16,0,4,30,0,0,19,44,1,3,0,2,8,0.227272727272727,40,0.618055555555556,"AvgPoor","AvgPoor",29660,2012,"AL",134,133,134,99,0,0,99,0,0,0,0,0,0,0,34,1,0,1,134,505,63,135,26,2,19,77,1,0,49,102,8,6,0,10,19,0.267326732673267,88,0.772937293729373,"AvgPoor","AvgPoor","No"
"228",28976,2011,"morsemi01","WAS","NL",146,133,146,138,0,0,85,0,0,0,55,0,0,55,1,12,0,1,146,522,73,158,36,0,31,95,2,3,36,126,5,13,0,4,9,0.302681992337165,91,0.909808429118774,"Good","Good",29662,2012,"NL",102,102,102,92,0,0,1,0,0,0,67,0,36,92,9,0,0,1,102,406,53,118,17,1,18,62,0,1,16,97,0,4,0,4,14,0.29064039408867,82,0.791373582311834,"Good","AvgPoor","No"
"229",28978,2011,"moustmi01","KCA","AL",89,89,89,89,0,0,0,0,89,0,0,0,0,0,0,0,0,1,89,338,26,89,18,1,5,30,2,0,22,51,0,1,2,2,5,0.263313609467456,65,0.675403850229025,"AvgPoor","AvgPoor",29664,2012,"AL",149,147,149,149,0,0,0,0,149,0,0,0,0,0,0,0,0,1,149,563,69,136,34,1,20,73,5,2,39,124,4,7,0,5,4,0.241563055062167,81,0.708495090863858,"AvgPoor","AvgPoor","No"
"230",28979,2011,"murphda07","TEX","AL",120,105,120,109,0,0,0,0,0,0,78,13,32,109,9,10,1,1,120,404,46,111,14,2,11,46,11,6,33,61,3,0,1,2,11,0.274752475247525,84,0.729008322244525,"AvgPoor","AvgPoor",29665,2012,"AL",147,125,147,133,0,0,0,0,0,0,120,2,17,133,9,16,1,1,147,457,65,139,29,3,15,61,10,5,54,74,7,4,0,4,7,0.304157549234136,92,0.858788361729129,"Good","Good","Yes"
"231",28980,2011,"murphda08","NYN","NL",109,90,109,99,0,0,52,24,28,0,1,0,0,1,0,19,0,1,109,391,49,125,28,2,6,49,5,5,24,42,2,3,3,2,14,0.319693094629156,89,0.80947509438558,"Good","Good",29666,2012,"NL",156,136,156,144,0,0,12,138,0,0,0,0,0,0,0,18,0,1,156,571,62,166,40,3,6,65,10,2,36,82,5,1,0,4,12,0.290718038528897,117,0.734501447981411,"Good","AvgPoor","No"
"232",28983,2011,"napolmi01","TEX","AL",113,102,113,92,0,61,35,0,0,0,0,0,0,0,19,7,0,1,113,369,72,118,25,0,30,75,4,2,58,85,2,3,0,2,10,0.319783197831978,63,1.045788166215,"Good","Good",29670,2012,"AL",108,102,108,94,0,72,28,0,0,0,0,0,0,0,9,6,0,1,108,352,53,80,9,2,24,56,1,0,56,125,5,7,0,2,9,0.227272727272727,45,0.811675659472422,"AvgPoor","Good","No"
"233",28988,2011,"nelsoch01","COL","NL",63,39,63,52,0,0,0,29,24,2,0,0,0,0,0,11,2,1,63,180,20,45,10,1,4,16,3,1,7,35,1,1,0,1,5,0.25,30,0.663756613756614,"AvgPoor","AvgPoor",29676,2012,"NL",111,86,111,107,0,0,0,21,92,1,0,0,0,0,0,11,3,1,111,345,45,104,21,3,9,53,2,1,27,84,4,1,2,2,9,0.301449275362319,71,0.809971014492754,"Good","Good","Yes"
"234",28989,2011,"nickemi01","NYN","NL",21,15,21,20,0,20,0,0,0,0,0,0,0,0,0,2,0,1,21,53,4,10,1,0,1,6,0,1,4,11,0,0,2,0,1,0.188679245283019,8,0.509764978483946,"AvgPoor","AvgPoor",29677,2012,"NL",47,35,47,45,0,45,0,0,0,0,0,0,0,0,0,3,0,1,47,109,8,19,3,0,1,13,0,0,8,27,0,2,2,1,1,0.174311926605505,15,0.471024464831804,"AvgPoor","AvgPoor","No"
"235",28991,2011,"nishits01","MIN","AL",68,65,68,66,0,0,0,6,0,60,0,0,0,0,1,1,2,1,68,221,14,50,5,0,0,19,2,4,15,43,1,1,3,0,1,0.226244343891403,45,0.527349790938771,"AvgPoor","AvgPoor",29681,2012,"AL",3,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,12,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.1,0,0.288888888888889,"AvgPoor","AvgPoor","No"
"236",28994,2011,"nunezed02","NYA","AL",112,83,112,100,0,0,0,16,40,50,1,0,3,4,9,4,15,1,112,309,38,82,18,2,5,30,22,6,22,37,2,0,6,1,6,0.26537216828479,57,0.698366280656607,"AvgPoor","AvgPoor",29685,2012,"AL",38,25,38,30,0,0,0,1,9,16,3,0,1,4,5,6,6,1,38,89,14,26,4,1,1,11,11,2,6,12,0,1,0,4,1,0.292134831460674,20,0.723258426966292,"Good","AvgPoor","No"
"237",28996,2011,"olivomi01","SEA","AL",130,122,130,127,0,127,0,0,0,0,0,0,0,0,2,5,0,1,130,477,54,107,19,1,19,62,6,5,20,140,2,1,1,8,7,0.224318658280922,68,0.640805097737009,"AvgPoor","AvgPoor",29686,2012,"AL",87,80,87,73,0,73,0,0,0,0,0,0,0,0,12,3,1,1,87,315,27,70,14,0,12,29,3,6,7,85,0,0,1,0,8,0.222222222222222,44,0.62008281573499,"AvgPoor","AvgPoor","No"
"238",28998,2011,"orrpe01","PHI","NL",46,24,46,31,0,0,0,29,3,0,0,0,0,0,0,17,3,1,46,96,7,21,3,0,0,4,3,0,6,19,2,2,0,0,0,0.21875,18,0.528846153846154,"AvgPoor","AvgPoor",29689,2012,"NL",35,11,35,17,0,0,0,13,4,0,0,0,0,0,0,19,0,1,35,54,6,17,5,1,0,7,3,1,1,18,0,0,2,0,0,0.314814814814815,11,0.771717171717172,"Good","AvgPoor","No"
"239",28999,2011,"ortizda01","BOS","AL",146,138,146,2,0,0,2,0,0,0,0,0,0,0,136,8,0,1,146,525,84,162,40,1,29,96,1,1,78,83,12,1,0,1,24,0.308571428571429,92,0.952632821723731,"Good","Good",29691,2012,"AL",90,88,90,7,0,0,7,0,0,0,0,0,0,0,81,2,0,1,90,324,65,103,26,0,23,60,0,1,56,51,13,0,0,3,6,0.317901234567901,54,1.02625471424427,"Good","Good","No"
"240",29000,2011,"overbly01","ARI","NL",18,10,18,11,0,0,11,0,0,0,0,0,0,0,0,8,0,2,18,42,3,12,4,0,1,10,1,0,6,11,1,1,0,0,1,0.285714285714286,7,0.840136054421769,"Good","Good",29692,2012,"NL",45,21,45,21,0,0,21,0,0,0,0,0,0,0,1,24,0,1,45,96,11,28,9,0,2,10,0,0,12,26,2,0,0,1,3,0.291666666666667,17,0.814889143730887,"Good","Good","No"
"241",29002,2011,"pachejo01","COL","NL",21,20,21,20,0,2,13,2,7,0,0,0,0,0,0,1,0,1,21,84,5,24,1,0,2,14,0,0,3,9,0,1,0,0,2,0.285714285714286,21,0.687229437229437,"Good","AvgPoor",29694,2012,"NL",132,120,132,125,0,5,43,0,82,0,0,0,0,0,0,8,1,1,132,475,51,147,32,3,5,54,7,2,22,61,2,3,1,4,13,0.309473684210526,107,0.762322472848789,"Good","AvgPoor","No"
"242",29006,2011,"paredji01","HOU","NL",46,44,46,46,0,0,0,0,46,0,0,0,0,0,0,0,1,1,46,168,16,48,8,2,2,18,5,4,9,47,0,0,1,1,3,0.285714285714286,36,0.713081861958266,"Good","AvgPoor",29696,2012,"NL",24,18,24,20,0,0,0,5,0,0,1,0,15,16,0,5,0,1,24,74,7,14,1,1,0,3,2,1,6,21,0,0,0,2,0,0.189189189189189,12,0.47363216875412,"AvgPoor","AvgPoor","No"
"243",29007,2011,"parmech01","MIN","AL",21,20,21,20,0,0,20,0,0,0,0,0,0,0,0,1,0,1,21,76,8,27,6,0,4,14,0,0,12,13,0,0,0,0,3,0.355263157894737,17,1.03528708133971,"Good","Good",29697,2012,"AL",64,49,64,54,0,0,38,0,0,0,1,0,18,19,1,12,0,1,64,192,18,44,10,2,5,19,0,0,13,52,1,4,0,1,4,0.229166666666667,27,0.670684523809524,"AvgPoor","AvgPoor","No"
"244",29008,2011,"parrage01","ARI","NL",141,124,141,135,0,0,0,0,0,0,125,2,14,135,0,9,3,1,141,445,55,130,20,8,8,46,15,1,43,82,16,3,0,2,8,0.292134831460674,94,0.783964263737265,"Good","AvgPoor",29698,2012,"NL",133,90,133,109,0,0,0,0,0,0,47,48,17,109,0,28,2,1,133,385,58,105,21,2,7,36,15,9,33,77,4,4,6,2,4,0.272727272727273,75,0.727113452585151,"AvgPoor","AvgPoor","No"
"245",29009,2011,"parrian01","SDN","NL",24,13,24,22,0,0,0,3,11,4,1,0,4,5,0,4,0,1,24,44,3,8,1,0,0,4,1,0,9,17,1,1,0,1,1,0.181818181818182,7,0.531818181818182,"AvgPoor","AvgPoor",29699,2012,"NL",55,31,55,44,0,0,0,16,2,26,0,0,1,1,0,14,2,1,55,116,9,24,5,0,1,6,1,0,17,35,7,2,2,1,2,0.206896551724138,18,0.592038539553753,"AvgPoor","AvgPoor","No"
